name,host_star_name,url,planet_type,mass,planet_radius,orbital_period,orbit_distance,eccentricity,discovery_method,host_star_type
Kepler-918 b,Kepler-918,https://science.nasa.gov/exoplanet-catalog/kepler-918-b/,Super Earth,3.68,1.74,4.9,0.0569,0.0,Transit,F
Kepler-919 b,Kepler-919,https://science.nasa.gov/exoplanet-catalog/kepler-919-b/,Neptune-like,5.69,0.201,11,0.0981,0.0,Transit,F
Kepler-92 b,Kepler-92,https://science.nasa.gov/exoplanet-catalog/kepler-92-b/,Gas Giant,64.20166,0.313,13.7,0.12232,0.17,Transit,G
Kepler-92 c,Kepler-92,https://science.nasa.gov/exoplanet-catalog/kepler-92-c/,Super Earth,6.1,2.6,26.7,0.19054,0.04,Transit,G
Kepler-92 d,Kepler-92,https://science.nasa.gov/exoplanet-catalog/kepler-92-d/,Super Earth,11.86668,2.067,49.4,0.28682,0.07,Transit,G
Kepler-920 b,Kepler-920,https://science.nasa.gov/exoplanet-catalog/kepler-920-b/,Neptune-like,6.44,0.216,6.5,0.065,0.0,Transit,G
Kepler-920 c,Kepler-920,https://science.nasa.gov/exoplanet-catalog/kepler-920-c/,Neptune-like,13.8,0.339,100.8,0.4029,0.0,Transit,G
Kepler-921 b,Kepler-921,https://science.nasa.gov/exoplanet-catalog/kepler-921-b/,Neptune-like,8.6,0.256,51.3,0.2716,0.0,Transit,G
Kepler-922 b,Kepler-922,https://science.nasa.gov/exoplanet-catalog/kepler-922-b/,Super Earth,2.6,1.42,0.9,0.01795,0.0,Transit,G
Kepler-923 b,Kepler-923,https://science.nasa.gov/exoplanet-catalog/kepler-923-b/,Super Earth,2.48,1.38,6.9,0.07592,0.0,Transit,F
Kepler-924 b,Kepler-924,https://science.nasa.gov/exoplanet-catalog/kepler-924-b/,Neptune-like,9.64,0.274,61,0.31318,0.0,Transit,F
Kepler-925 b,Kepler-925,https://science.nasa.gov/exoplanet-catalog/kepler-925-b/,Neptune-like,6.08,0.20876082,33.9,0.1805,0.0,Transit,K
Kepler-926 b,Kepler-926,https://science.nasa.gov/exoplanet-catalog/kepler-926-b/,Neptune-like,5.95,0.206,52.1,0.2739,0.0,Transit,G
Kepler-927 b,Kepler-927,https://science.nasa.gov/exoplanet-catalog/kepler-927-b/,Super Earth,3.61,1.72,9.1,0.0866,0.0,Transit,G
Kepler-928 b,Kepler-928,https://science.nasa.gov/exoplanet-catalog/kepler-928-b/,Super Earth,3.15,1.59,3.9,0.0444,0.0,Transit,K
Kepler-929 b,Kepler-929,https://science.nasa.gov/exoplanet-catalog/kepler-929-b/,Super Earth,1.41,1.11,0.9,0.01982,0.0,Transit,G
Kepler-93 b,Kepler-93,https://science.nasa.gov/exoplanet-catalog/kepler-93-b/,Super Earth,4.66,1.478,4.7,0.05343,0.0,Transit,G
Kepler-93 c,Kepler-93,https://science.nasa.gov/exoplanet-catalog/kepler-93-c/,Gas Giant,953.49,Unknown,4,Unknown,Not Found,Radial Velocity,G
Kepler-930 b,Kepler-930,https://science.nasa.gov/exoplanet-catalog/kepler-930-b/,Neptune-like,5.18,2.13,71.5,0.34593,0.0,Transit,F
Kepler-931 b,Kepler-931,https://science.nasa.gov/exoplanet-catalog/kepler-931-b/,Super Earth,2.33,1.33,8,0.0719,0.0,Transit,K
Kepler-932 b,Kepler-932,https://science.nasa.gov/exoplanet-catalog/kepler-932-b/,Super Earth,2.45,1.37,1.9,0.02876,0.0,Transit,G
Kepler-933 b,Kepler-933,https://science.nasa.gov/exoplanet-catalog/kepler-933-b/,Neptune-like,6.62,0.219,14.2,0.1041,0.0,Transit,G
Kepler-934 b,Kepler-934,https://science.nasa.gov/exoplanet-catalog/kepler-934-b/,Super Earth,5.02,2.09,55.7,0.2658,0.0,Transit,K
Kepler-935 b,Kepler-935,https://science.nasa.gov/exoplanet-catalog/kepler-935-b/,Super Earth,2.39,1.35,4.9,0.0527,0.0,Transit,K
Kepler-936 b,Kepler-936,https://science.nasa.gov/exoplanet-catalog/kepler-936-b/,Super Earth,2.7,1.45,10.6,0.0954,0.0,Transit,G
Kepler-937 b,Kepler-937,https://science.nasa.gov/exoplanet-catalog/kepler-937-b/,Neptune-like,13.4,0.332,67.7,0.3214,0.0,Transit,F
Kepler-937 c,Kepler-937,https://science.nasa.gov/exoplanet-catalog/kepler-937-c/,Neptune-like,7.61,0.23820145,153.3,0.5545,0.0,Transit,F
Kepler-938 b,Kepler-938,https://science.nasa.gov/exoplanet-catalog/kepler-938-b/,Neptune-like,5.56,2.22,52.6,0.2689,0.0,Transit,G
Kepler-939 b,Kepler-939,https://science.nasa.gov/exoplanet-catalog/kepler-939-b/,Super Earth,3.71,1.75,14.9,0.1153,0.0,Transit,G
Kepler-94 b,Kepler-94,https://science.nasa.gov/exoplanet-catalog/kepler-94-b/,Neptune-like,10.84,0.313,2.5,0.03377,0.0,Transit,K
Kepler-94 c,Kepler-94,https://science.nasa.gov/exoplanet-catalog/kepler-94-c/,Gas Giant,3126.17588,1.11,2.2,1.596807,0.35,Radial Velocity,K
Kepler-940 b,Kepler-940,https://science.nasa.gov/exoplanet-catalog/kepler-940-b/,Neptune-like,11.1,0.29797484,59.6,0.3059,0.0,Transit,G
Kepler-941 b,Kepler-941,https://science.nasa.gov/exoplanet-catalog/kepler-941-b/,Neptune-like,9.69,0.2747792,17.4,0.1311,0.0,Transit,G
Kepler-942 b,Kepler-942,https://science.nasa.gov/exoplanet-catalog/kepler-942-b/,Neptune-like,5.18,2.13,45,0.22737,0.0,Transit,K
Kepler-943 b,Kepler-943,https://science.nasa.gov/exoplanet-catalog/kepler-943-b/,Neptune-like,29.5,0.529,49.8,0.2559,0.0,Transit,G
Kepler-944 b,Kepler-944,https://science.nasa.gov/exoplanet-catalog/kepler-944-b/,Neptune-like,7.41,0.23463288,43.3,0.2288,0.0,Transit,G
Kepler-945 b,Kepler-945,https://science.nasa.gov/exoplanet-catalog/kepler-945-b/,Neptune-like,7.41,0.235,31,0.2037,0.0,Transit,G
Kepler-946 b,Kepler-946,https://science.nasa.gov/exoplanet-catalog/kepler-946-b/,Super Earth,4.38,1.93,11.8,0.1002,0.0,Transit,G
Kepler-947 b,Kepler-947,https://science.nasa.gov/exoplanet-catalog/kepler-947-b/,Neptune-like,5.82,0.20340798,27,0.1773,0.0,Transit,G
Kepler-948 b,Kepler-948,https://science.nasa.gov/exoplanet-catalog/kepler-948-b/,Super Earth,4.08,1.85,7.8,0.0749,0.0,Transit,G
Kepler-949 b,Kepler-949,https://science.nasa.gov/exoplanet-catalog/kepler-949-b/,Neptune-like,8.8,0.25961281,8.7,0.07739,0.0,Transit,G
Kepler-949 c,Kepler-949,https://science.nasa.gov/exoplanet-catalog/kepler-949-c/,Neptune-like,9.11,0.265,21,0.1394,0.0,Transit,G
Kepler-95 b,Kepler-95,https://science.nasa.gov/exoplanet-catalog/kepler-95-b/,Neptune-like,13.0,0.305,11.5,0.10232,0.0,Transit,G
Kepler-950 b,Kepler-950,https://science.nasa.gov/exoplanet-catalog/kepler-950-b/,Gas Giant,59.752039999999994,0.801,98.7,0.3982,0.0,Transit,G
Kepler-951 b,Kepler-951,https://science.nasa.gov/exoplanet-catalog/kepler-951-b/,Neptune-like,26.7,0.4987064,71.5,0.3091,0.0,Transit,K
Kepler-952 b,Kepler-952,https://science.nasa.gov/exoplanet-catalog/kepler-952-b/,Gas Giant,45.44969,0.682,130.4,0.5183,0.0,Transit,G
Kepler-953 b,Kepler-953,https://science.nasa.gov/exoplanet-catalog/kepler-953-b/,Neptune-like,16.5,0.376,88.4,0.392,0.0,Transit,G
Kepler-953 c,Kepler-953,https://science.nasa.gov/exoplanet-catalog/kepler-953-c/,Super Earth,1.81,1.19,9.1,0.0862,0.0,Transit,G
Kepler-954 b,Kepler-954,https://science.nasa.gov/exoplanet-catalog/kepler-954-b/,Neptune-like,5.99,0.207,16.8,0.1202,0.0,Transit,K
Kepler-955 b,Kepler-955,https://science.nasa.gov/exoplanet-catalog/kepler-955-b/,Neptune-like,9.96,0.279,14.5,0.1083,0.0,Transit,G
Kepler-956 b,Kepler-956,https://science.nasa.gov/exoplanet-catalog/kepler-956-b/,Neptune-like,9.27,0.26764207,5.2,0.06017,0.0,Transit,F
Kepler-957 b,Kepler-957,https://science.nasa.gov/exoplanet-catalog/kepler-957-b/,Neptune-like,25.9,0.49067713,5.9,0.0559,0.0,Transit,K
Kepler-958 b,Kepler-958,https://science.nasa.gov/exoplanet-catalog/kepler-958-b/,Super Earth,4.9,2.06,9.8,0.08631,0.0,Transit,G
Kepler-959 b,Kepler-959,https://science.nasa.gov/exoplanet-catalog/kepler-959-b/,Neptune-like,17.6,0.39075743,14.8,0.1633,0.0,Transit,F
Kepler-96 b,Kepler-96,https://science.nasa.gov/exoplanet-catalog/kepler-96-b/,Neptune-like,8.46,0.238,16.2,0.1261,0.0,Transit,G
Kepler-960 b,Kepler-960,https://science.nasa.gov/exoplanet-catalog/kepler-960-b/,Neptune-like,5.86,0.204,3.1,0.03807,0.0,Transit,K
Kepler-961 b,Kepler-961,https://science.nasa.gov/exoplanet-catalog/kepler-961-b/,Neptune-like,7.04,0.227,16.9,0.12585,0.0,Transit,G
Kepler-962 b,Kepler-962,https://science.nasa.gov/exoplanet-catalog/kepler-962-b/,Super Earth,4.54,1.97,12.1,0.09874,0.0,Transit,G
Kepler-963 b,Kepler-963,https://science.nasa.gov/exoplanet-catalog/kepler-963-b/,Neptune-like,7.56,0.237,10,0.0849,0.0,Transit,G
Kepler-963 c,Kepler-963,https://science.nasa.gov/exoplanet-catalog/kepler-963-c/,Terrestrial,0.156,0.6,0.9,Unknown,Not Found,Transit,G
Kepler-964 b,Kepler-964,https://science.nasa.gov/exoplanet-catalog/kepler-964-b/,Neptune-like,5.14,2.12,13.5,0.1073,0.0,Transit,G
Kepler-965 b,Kepler-965,https://science.nasa.gov/exoplanet-catalog/kepler-965-b/,Neptune-like,11.4,0.302,134.3,0.50998,0.0,Transit,G
Kepler-966 b,Kepler-966,https://science.nasa.gov/exoplanet-catalog/kepler-966-b/,Neptune-like,16.0,0.368,99.7,0.3907,0.0,Transit,G
Kepler-967 b,Kepler-967,https://science.nasa.gov/exoplanet-catalog/kepler-967-b/,Neptune-like,6.12,0.21,13.2,0.1027,0.0,Transit,K
Kepler-967 c,Kepler-967,https://science.nasa.gov/exoplanet-catalog/kepler-967-c/,Neptune-like,12.9,0.32563119,198.7,0.6253,0.0,Transit,K
Kepler-968 b,Kepler-968,https://science.nasa.gov/exoplanet-catalog/kepler-968-b/,Super Earth,4.66,2.0,3.7,0.0389,0.0,Transit,K
Kepler-968 c,Kepler-968,https://science.nasa.gov/exoplanet-catalog/kepler-968-c/,Super Earth,3.5,1.69,5.7,0.052,0.0,Transit,K
Kepler-969 b,Kepler-969,https://science.nasa.gov/exoplanet-catalog/kepler-969-b/,Super Earth,4.94,2.07,34.2,0.19726,0.0,Transit,K
Kepler-969 c,Kepler-969,https://science.nasa.gov/exoplanet-catalog/kepler-969-c/,Terrestrial,0.937,0.99,1.7,0.0265,0.0,Transit,K
Kepler-97 b,Kepler-97,https://science.nasa.gov/exoplanet-catalog/kepler-97-b/,Super Earth,3.51,1.48,2.6,0.03563,0.0,Transit,G
Kepler-97 c,Kepler-97,https://science.nasa.gov/exoplanet-catalog/kepler-97-c/,Gas Giant,343.2564,Unknown,2.2,Unknown,Not Found,Radial Velocity,G
Kepler-970 b,Kepler-970,https://science.nasa.gov/exoplanet-catalog/kepler-970-b/,Neptune-like,7.31,0.23275979,16.7,0.139,0.34,Transit,K
Kepler-971 b,Kepler-971,https://science.nasa.gov/exoplanet-catalog/kepler-971-b/,Neptune-like,5.18,2.13,9.6,0.08679,0.0,Transit,G
Kepler-972 b,Kepler-972,https://science.nasa.gov/exoplanet-catalog/kepler-972-b/,Neptune-like,19.5,0.41484521,7,0.0734,0.0,Transit,F
Kepler-973 b,Kepler-973,https://science.nasa.gov/exoplanet-catalog/kepler-973-b/,Super Earth,4.5,1.96,49.6,0.2489,0.0,Transit,K
Kepler-974 b,Kepler-974,https://science.nasa.gov/exoplanet-catalog/kepler-974-b/,Super Earth,3.09,1.57,4.2,0.0419,0.0,Transit,M
Kepler-975 b,Kepler-975,https://science.nasa.gov/exoplanet-catalog/kepler-975-b/,Super Earth,2.79,1.48,2,0.02898,0.0,Transit,K
Kepler-975 c,Kepler-975,https://science.nasa.gov/exoplanet-catalog/kepler-975-c/,Gas Giant,80.09316,0.954,5.1,0.0567,0.0,Transit,K
Kepler-976 b,Kepler-976,https://science.nasa.gov/exoplanet-catalog/kepler-976-b/,Neptune-like,14.9,0.353,106,0.4217,0.0,Transit,K
Kepler-977 b,Kepler-977,https://science.nasa.gov/exoplanet-catalog/kepler-977-b/,Neptune-like,7.37,0.23374074,26.9,0.162,0.0,Transit,G
Kepler-978 b,Kepler-978,https://science.nasa.gov/exoplanet-catalog/kepler-978-b/,Neptune-like,9.22,0.26674993,49.6,0.2726,0.0,Transit,F
Kepler-979 b,Kepler-979,https://science.nasa.gov/exoplanet-catalog/kepler-979-b/,Neptune-like,7.85,0.243,8.1,0.0753,0.0,Transit,G
Kepler-98 b,Kepler-98,https://science.nasa.gov/exoplanet-catalog/kepler-98-b/,Neptune-like,3.55,1.99,1.5,0.02614,0.0,Transit,G
Kepler-980 b,Kepler-980,https://science.nasa.gov/exoplanet-catalog/kepler-980-b/,Neptune-like,7.61,0.238,11.6,0.09993,0.0,Transit,G
Kepler-981 b,Kepler-981,https://science.nasa.gov/exoplanet-catalog/kepler-981-b/,Neptune-like,5.95,0.206,4.5,0.0535,0.0,Transit,G
Kepler-982 b,Kepler-982,https://science.nasa.gov/exoplanet-catalog/kepler-982-b/,Neptune-like,5.69,0.201,15.8,0.1277,0.0,Transit,F
Kepler-983 b,Kepler-983,https://science.nasa.gov/exoplanet-catalog/kepler-983-b/,Neptune-like,6.17,0.211,60.1,0.3148,0.0,Transit,F
Kepler-984 b,Kepler-984,https://science.nasa.gov/exoplanet-catalog/kepler-984-b/,Neptune-like,5.14,2.12,43,0.23688,0.0,Transit,G
Kepler-985 b,Kepler-985,https://science.nasa.gov/exoplanet-catalog/kepler-985-b/,Neptune-like,9.17,0.266,116.3,0.44664,0.0,Transit,G
Kepler-986 b,Kepler-986,https://science.nasa.gov/exoplanet-catalog/kepler-986-b/,Neptune-like,6.17,0.211,56.4,0.29131,0.0,Transit,G
Kepler-987 b,Kepler-987,https://science.nasa.gov/exoplanet-catalog/kepler-987-b/,Neptune-like,10.7,0.291,105.3,0.4238,0.0,Transit,G
Kepler-988 b,Kepler-988,https://science.nasa.gov/exoplanet-catalog/kepler-988-b/,Super Earth,4.94,2.07,17.8,0.1085,0.0,Transit,K
Kepler-989 b,Kepler-989,https://science.nasa.gov/exoplanet-catalog/kepler-989-b/,Neptune-like,5.52,2.21,8,0.0734,0.0,Transit,K
Kepler-99 b,Kepler-99,https://science.nasa.gov/exoplanet-catalog/kepler-99-b/,Super Earth,6.15,1.48,4.6,0.05071,0.0,Transit,K
Kepler-990 b,Kepler-990,https://science.nasa.gov/exoplanet-catalog/kepler-990-b/,Neptune-like,7.27,0.232,9.9,0.08595,0.0,Transit,G
Kepler-990 c,Kepler-990,https://science.nasa.gov/exoplanet-catalog/kepler-990-c/,Super Earth,2.96,1.53,0.5,0.01232,0.0,Transit,G
Kepler-991 b,Kepler-991,https://science.nasa.gov/exoplanet-catalog/kepler-991-b/,Neptune-like,6.99,0.227,82.5,0.3104,0.0,Transit,K
Kepler-992 b,Kepler-992,https://science.nasa.gov/exoplanet-catalog/kepler-992-b/,Super Earth,3.26,1.62,20.2,0.13372,0.0,Transit,K
Kepler-993 b,Kepler-993,https://science.nasa.gov/exoplanet-catalog/kepler-993-b/,Neptune-like,9.11,0.26496565,22.1,0.13,0.0,Transit,M
Kepler-994 b,Kepler-994,https://science.nasa.gov/exoplanet-catalog/kepler-994-b/,Super Earth,3.19,1.6,1.2,0.0177,0.0,Transit,K
Kepler-995 b,Kepler-995,https://science.nasa.gov/exoplanet-catalog/kepler-995-b/,Neptune-like,7.75,0.24087787,28.3,0.1701,0.0,Transit,K
Kepler-996 b,Kepler-996,https://science.nasa.gov/exoplanet-catalog/kepler-996-b/,Super Earth,4.58,1.98,3.8,0.0474,0.0,Transit,F
Kepler-997 b,Kepler-997,https://science.nasa.gov/exoplanet-catalog/kepler-997-b/,Super Earth,2.42,1.36,2.7,0.04022,0.0,Transit,F
Kepler-998 b,Kepler-998,https://science.nasa.gov/exoplanet-catalog/kepler-998-b/,Neptune-like,5.99,0.207,5.7,0.0626,0.0,Transit,F
Kepler-999 b,Kepler-999,https://science.nasa.gov/exoplanet-catalog/kepler-999-b/,Neptune-like,6.08,0.209,6,0.06918,0.0,Transit,F
KIC 10001893 b,KIC 10001893,https://science.nasa.gov/exoplanet-catalog/kic-10001893-b/,Unknown,Not Found,Unknown,0.2,Unknown,Not Found,Orbital Brightness Modulation,B
KIC 10001893 c,KIC 10001893,https://science.nasa.gov/exoplanet-catalog/kic-10001893-c/,Unknown,Not Found,Unknown,0.3,Unknown,Not Found,Orbital Brightness Modulation,B
KIC 10001893 d,KIC 10001893,https://science.nasa.gov/exoplanet-catalog/kic-10001893-d/,Unknown,Not Found,Unknown,0.8,Unknown,Not Found,Orbital Brightness Modulation,B
KIC 10068024 b,KIC 10068024,https://science.nasa.gov/exoplanet-catalog/kic-10068024-b/,Gas Giant,635.66,1.19,2.1,Unknown,Not Found,Orbital Brightness Modulation,F
KIC 10525077 b,KIC 10525077,https://science.nasa.gov/exoplanet-catalog/kic-10525077-b/,Neptune-like,25.9,0.49067713,2.3,Unknown,Not Found,Transit,F
KIC 3526061 b,KIC 3526061,https://science.nasa.gov/exoplanet-catalog/kic-3526061-b/,Gas Giant,5768.6145,1.08,9.7,5.14,0.85,Radial Velocity,K
KIC 3558849 b,KIC 3558849,https://science.nasa.gov/exoplanet-catalog/kic-3558849-b/,Neptune-like,38.1,0.616,3.6,Unknown,Not Found,Transit,F
KIC 5437945 b,KIC 5437945,https://science.nasa.gov/exoplanet-catalog/kic-5437945-b/,Neptune-like,33.6,0.57096976,440.8,1.19671,0.0,Transit,F
KIC 5479689 b,KIC 5479689,https://science.nasa.gov/exoplanet-catalog/kic-5479689-b/,Gas Giant,158.915,1.27,1.7,Unknown,Not Found,Orbital Brightness Modulation,G
KIC 7917485 b,KIC 7917485,https://science.nasa.gov/exoplanet-catalog/kic-7917485-b/,Gas Giant,3750.3940000000002,1.1,2.3,Unknown,0.15,Pulsation Timing Variations,F
KIC 8121913 b,KIC 8121913,https://science.nasa.gov/exoplanet-catalog/kic-8121913-b/,Gas Giant,667.443,1.19,3.3,Unknown,Not Found,Orbital Brightness Modulation,F
KIC 8540376 b,KIC 8540376,https://science.nasa.gov/exoplanet-catalog/kic-8540376-b/,Neptune-like,15.8,0.3657775,31.8,Unknown,Not Found,Transit,F
KIC 8540376 c,KIC 8540376,https://science.nasa.gov/exoplanet-catalog/kic-8540376-c/,Neptune-like,6.35,0.21411366,75.2,Unknown,Not Found,Transit,F
KIC 9663113 b,KIC 9663113,https://science.nasa.gov/exoplanet-catalog/kic-9663113-b/,Neptune-like,19.2,0.41038451,1.6,1.55346,0.0,Transit,F
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,https://science.nasa.gov/exoplanet-catalog/kmt-2016-blg-0212l-b/,Gas Giant,5720.94,1.08,4.7,2.2,Not Found,Microlensing,Not Found
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,https://science.nasa.gov/exoplanet-catalog/kmt-2016-blg-1105l-b/,Super Earth,2.32,1.33,6,2.44,Not Found,Microlensing,Not Found
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,https://science.nasa.gov/exoplanet-catalog/kmt-2016-blg-1107l-b/,Gas Giant,1043.43589,1.17,243.5,0.342,Not Found,Microlensing,Not Found
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,https://science.nasa.gov/exoplanet-catalog/kmt-2016-blg-1397l-b/,Gas Giant,2224.81,1.13,17.2,5.1,Not Found,Microlensing,Not Found
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,https://science.nasa.gov/exoplanet-catalog/kmt-2016-blg-1820l-b/,Gas Giant,1452.4831,1.15,5.6,1.08,Not Found,Microlensing,Not Found
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,https://science.nasa.gov/exoplanet-catalog/kmt-2016-blg-1836l-b/,Gas Giant,699.226,1.19,9.4,3.5,Not Found,Microlensing,Not Found
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,https://science.nasa.gov/exoplanet-catalog/kmt-2016-blg-2142l-b/,Gas Giant,4923.1867,1.09,2.8,0.83,Not Found,Microlensing,Not Found
KMT-2016-BLG-2321L b,KMT-2016-BLG-2321L,https://science.nasa.gov/exoplanet-catalog/kmt-2016-blg-2321l-b/,Gas Giant,301.9385,1.23,7.9,3.58,Not Found,Microlensing,Not Found
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,https://science.nasa.gov/exoplanet-catalog/kmt-2016-blg-2364l-b/,Gas Giant,1249.0719,1.16,6,2.63,Not Found,Microlensing,Not Found
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,https://science.nasa.gov/exoplanet-catalog/kmt-2016-blg-2397l-b/,Gas Giant,835.8928999999999,1.18,8.7,3.64,Not Found,Microlensing,Not Found
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,https://science.nasa.gov/exoplanet-catalog/kmt-2016-blg-2605l-b/,Gas Giant,245.04693,1.25,2.2,0.681,Not Found,Microlensing,Not Found
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,https://science.nasa.gov/exoplanet-catalog/kmt-2017-blg-0165l-b/,Neptune-like,34.0,0.575,7.4,3.45,Not Found,Microlensing,Not Found
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,https://science.nasa.gov/exoplanet-catalog/kmt-2017-blg-0428l-b/,Neptune-like,5.59,2.23,4.2,1.81,Not Found,Microlensing,Not Found
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,https://science.nasa.gov/exoplanet-catalog/kmt-2017-blg-0673l-b/,Gas Giant,1166.4361,1.16,4.5,2.34,Not Found,Microlensing,Not Found
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,https://science.nasa.gov/exoplanet-catalog/kmt-2017-blg-1003l-b/,Neptune-like,5.19,2.13,2.9,1.38,Not Found,Microlensing,Not Found
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,https://science.nasa.gov/exoplanet-catalog/kmt-2017-blg-1038l-b/,Gas Giant,635.66,1.19,4,1.8,Not Found,Microlensing,Not Found
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,https://science.nasa.gov/exoplanet-catalog/kmt-2017-blg-1146l-b/,Gas Giant,225.65929999999997,1.25,3.5,1.6,Not Found,Microlensing,Not Found
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,https://science.nasa.gov/exoplanet-catalog/kmt-2017-blg-1194l-b/,Super Earth,3.54,1.7,3.7,1.78,Not Found,Microlensing,Not Found
KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,https://science.nasa.gov/exoplanet-catalog/kmt-2017-blg-2509l-b/,Gas Giant,664.2647,1.19,4.6,2.14,Not Found,Microlensing,Not Found
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,https://science.nasa.gov/exoplanet-catalog/kmt-2018-blg-0029l-b/,Neptune-like,7.59,0.238,8.3,4.27,Not Found,Microlensing,Not Found
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,https://science.nasa.gov/exoplanet-catalog/kmt-2018-blg-0030l-b/,Gas Giant,460.85349999999994,1.21,12.9,4.39,Not Found,Microlensing,Not Found
KMT-2018-BLG-0087L b,KMT-2018-BLG-0087L,https://science.nasa.gov/exoplanet-catalog/kmt-2018-blg-0087l-b/,Gas Giant,73.1009,0.903,2.6,0.87,Not Found,Microlensing,Not Found
KMT-2018-BLG-0247L b,KMT-2018-BLG-0247L,https://science.nasa.gov/exoplanet-catalog/kmt-2018-blg-0247l-b/,Gas Giant,670.6212999999999,1.19,7.2,2.46,Not Found,Microlensing,Not Found
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,https://science.nasa.gov/exoplanet-catalog/kmt-2018-blg-0748l-b/,Gas Giant,60.387699999999995,0.804,1.6,0.62,Not Found,Microlensing,Not Found
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,https://science.nasa.gov/exoplanet-catalog/kmt-2018-blg-0885l-b/,Gas Giant,9217.07,1.06,2.1,1.07,Not Found,Microlensing,Not Found
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,https://science.nasa.gov/exoplanet-catalog/kmt-2018-blg-1025l-b/,Neptune-like,6.059,0.208,3.2,1.305,Not Found,Microlensing,Not Found
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,https://science.nasa.gov/exoplanet-catalog/kmt-2018-blg-1292l-b/,Gas Giant,1404.8085999999998,1.15,14.2,6.03,Not Found,Microlensing,Not Found
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,https://science.nasa.gov/exoplanet-catalog/kmt-2018-blg-1743l-b/,Gas Giant,77.86834999999999,0.937,4,1.449,Not Found,Microlensing,Not Found
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,https://science.nasa.gov/exoplanet-catalog/kmt-2018-blg-1976l-b/,Gas Giant,705.5826000000001,1.19,8.3,3.54,Not Found,Microlensing,Not Found
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,https://science.nasa.gov/exoplanet-catalog/kmt-2018-blg-1988l-b/,Neptune-like,5.56,2.22,7.9,3.09,Not Found,Microlensing,Not Found
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,https://science.nasa.gov/exoplanet-catalog/kmt-2018-blg-1990l-b/,Gas Giant,110.60483999999998,1.16,2.2,0.763,Not Found,Microlensing,Not Found
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,https://science.nasa.gov/exoplanet-catalog/kmt-2018-blg-1996l-b/,Gas Giant,346.4347,1.23,10.6,4.27,Not Found,Microlensing,Not Found
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,https://science.nasa.gov/exoplanet-catalog/kmt-2018-blg-2602l-b/,Gas Giant,365.50449999999995,1.22,9.2,3.81,Not Found,Microlensing,Not Found
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,https://science.nasa.gov/exoplanet-catalog/kmt-2019-blg-0253l-b/,Neptune-like,9.2,0.266,6.5,3.1,Not Found,Microlensing,Not Found
KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,https://science.nasa.gov/exoplanet-catalog/kmt-2019-blg-0297l-b/,Gas Giant,6038.7699999999995,1.08,2.1,0.96,Not Found,Microlensing,Not Found
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,https://science.nasa.gov/exoplanet-catalog/kmt-2019-blg-0298l-b/,Gas Giant,575.2723,1.2,16.1,5.67,Not Found,Microlensing,Not Found
KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L,https://science.nasa.gov/exoplanet-catalog/kmt-2019-blg-0335l-b/,Gas Giant,6674.429999999999,1.08,3.7,1.64,Not Found,Microlensing,Not Found
