name,host_star_name,url,planet_type,mass,planet_radius,orbital_period,orbit_distance,eccentricity,discovery_method,host_star_type
Kepler-794 b,Kepler-794,https://science.nasa.gov/exoplanet-catalog/kepler-794-b/,Neptune-like,5.1,2.11,11.1,0.10036,0.0,Transit,G
Kepler-795 b,Kepler-795,https://science.nasa.gov/exoplanet-catalog/kepler-795-b/,Super Earth,3.46,1.68,29.6,0.1803,0.0,Transit,G
Kepler-796 b,Kepler-796,https://science.nasa.gov/exoplanet-catalog/kepler-796-b/,Super Earth,2.24,1.3,6.4,0.07317,0.0,Transit,G
Kepler-797 b,Kepler-797,https://science.nasa.gov/exoplanet-catalog/kepler-797-b/,Neptune-like,5.35,2.17,27.1,0.181,0.0,Transit,G
Kepler-798 b,Kepler-798,https://science.nasa.gov/exoplanet-catalog/kepler-798-b/,Neptune-like,6.3,0.21322152,13.7,0.1174,0.0,Transit,F
Kepler-799 b,Kepler-799,https://science.nasa.gov/exoplanet-catalog/kepler-799-b/,Neptune-like,37.9,0.614,133.5,0.5167,0.0,Transit,G
Kepler-799 c,Kepler-799,https://science.nasa.gov/exoplanet-catalog/kepler-799-c/,Neptune-like,8.15,0.24807657,15.2,0.1214,0.0,Transit,G
Kepler-7 b,Kepler-7,https://science.nasa.gov/exoplanet-catalog/kepler-7b/,Gas Giant,140.16303,1.622,4.9,0.06067,0.0,Transit,Not Found
Kepler-8 b,Kepler-8,https://science.nasa.gov/exoplanet-catalog/kepler-8-b/,Gas Giant,187.51969999999997,1.416,3.5,0.0474,0.0,Transit,F
Kepler-80 b,Kepler-80,https://science.nasa.gov/exoplanet-catalog/kepler-80-b/,Neptune-like,6.93,0.238,7.1,0.0648,0.0,Transit,K
Kepler-80 c,Kepler-80,https://science.nasa.gov/exoplanet-catalog/kepler-80-c/,Neptune-like,6.74,0.244,9.5,0.0792,0.01,Transit,K
Kepler-80 d,Kepler-80,https://science.nasa.gov/exoplanet-catalog/kepler-80-d/,Super Earth,6.75,1.53,3.1,0.0372,0.0,Transit,K
Kepler-80 e,Kepler-80,https://science.nasa.gov/exoplanet-catalog/kepler-80-e/,Super Earth,4.13,1.6,4.6,0.0491,0.0,Transit,K
Kepler-80 f,Kepler-80,https://science.nasa.gov/exoplanet-catalog/kepler-80-f/,Super Earth,1.92,1.21,1,0.0175,0.19,Transit,K
Kepler-80 g,Kepler-80,https://science.nasa.gov/exoplanet-catalog/kepler-80-g/,Super Earth,0.065,1.13,14.6,Unknown,0.13,Transit,K
Kepler-800 b,Kepler-800,https://science.nasa.gov/exoplanet-catalog/kepler-800-b/,Neptune-like,8.5,0.254,14.1,0.1106,0.0,Transit,G
Kepler-801 b,Kepler-801,https://science.nasa.gov/exoplanet-catalog/kepler-801-b/,Super Earth,4.66,2.0,11.4,0.0795,0.0,Transit,K
Kepler-802 b,Kepler-802,https://science.nasa.gov/exoplanet-catalog/kepler-802-b/,Neptune-like,12.3,0.316,40.1,0.2265,0.0,Transit,G
Kepler-803 b,Kepler-803,https://science.nasa.gov/exoplanet-catalog/kepler-803-b/,Neptune-like,13.8,0.338,50.3,0.26721,0.0,Transit,G
Kepler-804 b,Kepler-804,https://science.nasa.gov/exoplanet-catalog/kepler-804-b/,Super Earth,4.42,1.94,14.4,0.11287,0.0,Transit,G
Kepler-804 c,Kepler-804,https://science.nasa.gov/exoplanet-catalog/kepler-804-c/,Super Earth,1.55,1.14,9.7,0.08654,0.0,Transit,G
Kepler-805 b,Kepler-805,https://science.nasa.gov/exoplanet-catalog/kepler-805-b/,Neptune-like,8.7,0.258,30.9,0.19852,0.0,Transit,F
Kepler-806 b,Kepler-806,https://science.nasa.gov/exoplanet-catalog/kepler-806-b/,Super Earth,1.55,1.14,8.1,0.07684,0.0,Transit,G
Kepler-808 b,Kepler-808,https://science.nasa.gov/exoplanet-catalog/kepler-808-b/,Super Earth,2.73,1.46,0.6,0.01314,0.0,Transit,K
Kepler-809 b,Kepler-809,https://science.nasa.gov/exoplanet-catalog/kepler-809-b/,Neptune-like,9.32,0.269,55.6,0.2901,0.0,Transit,G
Kepler-81 b,Kepler-81,https://science.nasa.gov/exoplanet-catalog/kepler-81-b/,Super Earth,17.2,2.42,6,0.0522,0.0,Transit,K
Kepler-81 c,Kepler-81,https://science.nasa.gov/exoplanet-catalog/kepler-81-c/,Neptune-like,4.3,0.211,12,0.08347,0.0,Transit,K
Kepler-81 d,Kepler-81,https://science.nasa.gov/exoplanet-catalog/kepler-81-d/,Super Earth,1.92,1.21,20.8,0.128,0.0,Transit,K
Kepler-810 b,Kepler-810,https://science.nasa.gov/exoplanet-catalog/kepler-810-b/,Super Earth,4.38,1.93,4.6,0.055,0.0,Transit,G
Kepler-811 b,Kepler-811,https://science.nasa.gov/exoplanet-catalog/kepler-811-b/,Neptune-like,7.75,0.241,23.6,0.15911,0.0,Transit,G
Kepler-812 b,Kepler-812,https://science.nasa.gov/exoplanet-catalog/kepler-812-b/,Neptune-like,12.3,0.317,10.1,0.1024,0.0,Transit,F
Kepler-813 b,Kepler-813,https://science.nasa.gov/exoplanet-catalog/kepler-813-b/,Neptune-like,5.22,2.14,19.1,0.1439,0.0,Transit,G
Kepler-814 b,Kepler-814,https://science.nasa.gov/exoplanet-catalog/kepler-814-b/,Neptune-like,5.14,2.12,6.1,0.0695,0.0,Transit,F
Kepler-815 b,Kepler-815,https://science.nasa.gov/exoplanet-catalog/kepler-815-b/,Neptune-like,15.8,0.367,8.6,0.09473,0.0,Transit,K
Kepler-816 b,Kepler-816,https://science.nasa.gov/exoplanet-catalog/kepler-816-b/,Gas Giant,74.37222,0.91355161,10.5,0.0895,0.0,Transit,K
Kepler-817 b,Kepler-817,https://science.nasa.gov/exoplanet-catalog/kepler-817-b/,Gas Giant,60.069869999999995,0.806,4,0.0493,0.0,Transit,G
Kepler-818 b,Kepler-818,https://science.nasa.gov/exoplanet-catalog/kepler-818-b/,Neptune-like,22.9,0.45588366,10,0.0886,0.0,Transit,G
Kepler-819 b,Kepler-819,https://science.nasa.gov/exoplanet-catalog/kepler-819-b/,Neptune-like,8.05,0.24623071,33.2,0.1894,0.0,Transit,K
Kepler-82 b,Kepler-82,https://science.nasa.gov/exoplanet-catalog/kepler-82-b/,Neptune-like,12.15,0.363,26.4,0.1683,0.0,Transit,G
Kepler-82 c,Kepler-82,https://science.nasa.gov/exoplanet-catalog/kepler-82-c/,Neptune-like,13.9,0.476,51.5,0.2626,0.01,Transit,G
Kepler-82 d,Kepler-82,https://science.nasa.gov/exoplanet-catalog/kepler-82-d/,Super Earth,3.78,1.77,2.4,0.034,0.0,Transit,G
Kepler-82 e,Kepler-82,https://science.nasa.gov/exoplanet-catalog/kepler-82-e/,Neptune-like,6.66,0.22,5.9,0.063,0.0,Transit,G
Kepler-82 f,Kepler-82,https://science.nasa.gov/exoplanet-catalog/kepler-82-f/,Neptune-like,20.9,0.432,75.7,0.3395,0.0,Transit Timing Variations,G
Kepler-820 b,Kepler-820,https://science.nasa.gov/exoplanet-catalog/kepler-820-b/,Neptune-like,30.8,0.54331341,127.8,0.56004,0.0,Transit,F
Kepler-821 b,Kepler-821,https://science.nasa.gov/exoplanet-catalog/kepler-821-b/,Super Earth,2.27,1.31,1.9,0.029,0.0,Transit,K
Kepler-822 b,Kepler-822,https://science.nasa.gov/exoplanet-catalog/kepler-822-b/,Super Earth,3.78,1.77,3.2,0.04078,0.0,Transit,G
Kepler-823 b,Kepler-823,https://science.nasa.gov/exoplanet-catalog/kepler-823-b/,Super Earth,3.09,1.57,4.2,0.0507,0.0,Transit,G
Kepler-824 b,Kepler-824,https://science.nasa.gov/exoplanet-catalog/kepler-824-b/,Super Earth,4.16,1.87,4.5,0.055,0.0,Transit,F
Kepler-825 b,Kepler-825,https://science.nasa.gov/exoplanet-catalog/kepler-825-b/,Super Earth,2.96,1.53,3.8,0.0453,0.0,Transit,F
Kepler-825 c,Kepler-825,https://science.nasa.gov/exoplanet-catalog/kepler-825-c/,Super Earth,4.04,1.84,8.2,0.0759,0.0,Transit,F
Kepler-826 b,Kepler-826,https://science.nasa.gov/exoplanet-catalog/kepler-826-b/,Super Earth,2.1,1.25,4.5,0.05202,0.0,Transit,F
Kepler-827 b,Kepler-827,https://science.nasa.gov/exoplanet-catalog/kepler-827-b/,Neptune-like,27.0,0.50227496,51.9,0.2742,0.0,Transit,G
Kepler-828 b,Kepler-828,https://science.nasa.gov/exoplanet-catalog/kepler-828-b/,Super Earth,2.89,1.51,0.6,0.01228,0.0,Transit,K
Kepler-829 b,Kepler-829,https://science.nasa.gov/exoplanet-catalog/kepler-829-b/,Neptune-like,5.1,2.11,6.9,0.0678,0.0,Transit,G
Kepler-83 b,Kepler-83,https://science.nasa.gov/exoplanet-catalog/kepler-83-b/,Gas Giant,41.95356,0.252,9.8,0.07295,0.0,Transit,K
Kepler-83 c,Kepler-83,https://science.nasa.gov/exoplanet-catalog/kepler-83-c/,Super Earth,11.4,2.36,20.1,0.11796,0.0,Transit,K
Kepler-83 d,Kepler-83,https://science.nasa.gov/exoplanet-catalog/kepler-83-d/,Super Earth,24.6,1.94,5.2,0.051,0.0,Transit,K
Kepler-830 b,Kepler-830,https://science.nasa.gov/exoplanet-catalog/kepler-830-b/,Super Earth,3.53,1.7,11.3,0.1033,0.0,Transit,F
Kepler-831 b,Kepler-831,https://science.nasa.gov/exoplanet-catalog/kepler-831-b/,Super Earth,2.15,1.27,5.6,0.05984,0.0,Transit,G
Kepler-832 b,Kepler-832,https://science.nasa.gov/exoplanet-catalog/kepler-832-b/,Super Earth,4.9,2.06,7.1,0.075,0.0,Transit,G
Kepler-833 b,Kepler-833,https://science.nasa.gov/exoplanet-catalog/kepler-833-b/,Super Earth,4.74,2.02,18.8,0.1139,0.0,Transit,K
Kepler-834 b,Kepler-834,https://science.nasa.gov/exoplanet-catalog/kepler-834-b/,Super Earth,4.74,2.02,13.3,0.0862,0.0,Transit,K
Kepler-835 b,Kepler-835,https://science.nasa.gov/exoplanet-catalog/kepler-835-b/,Neptune-like,8.2,0.24890713,11.4,0.107,0.0,Transit,G
Kepler-836 b,Kepler-836,https://science.nasa.gov/exoplanet-catalog/kepler-836-b/,Neptune-like,7.9,0.244,11.4,0.1013,0.0,Transit,G
Kepler-837 b,Kepler-837,https://science.nasa.gov/exoplanet-catalog/kepler-837-b/,Neptune-like,7.08,0.228,16.6,0.1144,0.0,Transit,G
Kepler-838 b,Kepler-838,https://science.nasa.gov/exoplanet-catalog/kepler-838-b/,Neptune-like,7.9,0.24355429,15.7,0.1266,0.0,Transit,G
Kepler-839 b,Kepler-839,https://science.nasa.gov/exoplanet-catalog/kepler-839-b/,Neptune-like,7.13,0.22928004,37.8,0.2316,0.0,Transit,F
Kepler-84 b,Kepler-84,https://science.nasa.gov/exoplanet-catalog/kepler-84-b/,Super Earth,40.0,2.23,8.7,0.0827,0.0,Transit,F
Kepler-84 c,Kepler-84,https://science.nasa.gov/exoplanet-catalog/kepler-84-c/,Super Earth,20.2,2.36,12.9,0.1072,0.0,Transit,F
Kepler-84 d,Kepler-84,https://science.nasa.gov/exoplanet-catalog/kepler-84-d/,Super Earth,2.48,1.38,4.2,0.052,0.0,Transit,F
Kepler-84 e,Kepler-84,https://science.nasa.gov/exoplanet-catalog/kepler-84-e/,Neptune-like,7.27,0.232,27.4,0.181,0.0,Transit,F
Kepler-84 f,Kepler-84,https://science.nasa.gov/exoplanet-catalog/kepler-84-f/,Neptune-like,5.48,2.2,44.6,0.25,0.0,Transit,F
Kepler-841 b,Kepler-841,https://science.nasa.gov/exoplanet-catalog/kepler-841-b/,Neptune-like,23.8,0.46658935,124.4,0.479,0.0,Transit,G
Kepler-842 b,Kepler-842,https://science.nasa.gov/exoplanet-catalog/kepler-842-b/,Super Earth,3.19,1.6,1.2,0.0204,0.0,Transit,K
Kepler-843 b,Kepler-843,https://science.nasa.gov/exoplanet-catalog/kepler-843-b/,Neptune-like,7.22,0.231,2.1,0.0313,0.0,Transit,G
Kepler-844 b,Kepler-844,https://science.nasa.gov/exoplanet-catalog/kepler-844-b/,Super Earth,3.46,1.68,2.6,0.0298,0.0,Transit,K
Kepler-845 b,Kepler-845,https://science.nasa.gov/exoplanet-catalog/kepler-845-b/,Super Earth,4.82,2.04,0.9,0.01668,0.0,Transit,K
Kepler-846 b,Kepler-846,https://science.nasa.gov/exoplanet-catalog/kepler-846-b/,Neptune-like,6.71,0.22125078,19.8,0.1399,0.0,Transit,G
Kepler-847 b,Kepler-847,https://science.nasa.gov/exoplanet-catalog/kepler-847-b/,Super Earth,1.76,1.18,2.3,0.0315,0.0,Transit,K
Kepler-848 b,Kepler-848,https://science.nasa.gov/exoplanet-catalog/kepler-848-b/,Super Earth,3.53,1.7,6.9,0.07586,0.0,Transit,G
Kepler-849 b,Kepler-849,https://science.nasa.gov/exoplanet-catalog/kepler-849-b/,Gas Giant,298.76019999999994,0.721,394.6,1.137,0.08,Transit,F
Kepler-85 b,Kepler-85,https://science.nasa.gov/exoplanet-catalog/kepler-85-b/,Terrestrial,1.84,1.778,8.3,0.07885,0.02,Transit,G
Kepler-85 c,Kepler-85,https://science.nasa.gov/exoplanet-catalog/kepler-85-c/,Neptune-like,2.15,1.978,12.5,0.10363,0.03,Transit,G
Kepler-85 d,Kepler-85,https://science.nasa.gov/exoplanet-catalog/kepler-85-d/,Super Earth,1.87,1.2,17.9,0.13,0.0,Transit,G
Kepler-85 e,Kepler-85,https://science.nasa.gov/exoplanet-catalog/kepler-85-e/,Super Earth,0.6,1.27,25.2,0.163,0.0,Transit,G
Kepler-850 b,Kepler-850,https://science.nasa.gov/exoplanet-catalog/kepler-850-b/,Super Earth,3.82,1.78,7.2,0.0744,0.0,Transit,G
Kepler-851 b,Kepler-851,https://science.nasa.gov/exoplanet-catalog/kepler-851-b/,Super Earth,3.46,1.68,8.5,0.0802,0.0,Transit,G
Kepler-852 b,Kepler-852,https://science.nasa.gov/exoplanet-catalog/kepler-852-b/,Neptune-like,6.99,0.227,44.9,0.27967,0.0,Transit,F
Kepler-853 b,Kepler-853,https://science.nasa.gov/exoplanet-catalog/kepler-853-b/,Super Earth,3.5,1.69,7.2,0.079,0.0,Transit,F
Kepler-855 b,Kepler-855,https://science.nasa.gov/exoplanet-catalog/kepler-855-b/,Gas Giant,52.75978,0.745,7.9,0.0762,0.0,Transit,G
Kepler-856 b,Kepler-856,https://science.nasa.gov/exoplanet-catalog/kepler-856-b/,Gas Giant,63.24817,0.83,8,0.0787,0.0,Transit,G
Kepler-857 b,Kepler-857,https://science.nasa.gov/exoplanet-catalog/kepler-857-b/,Neptune-like,37.2,0.60665537,85.4,0.3751,0.0,Transit,G
Kepler-858 b,Kepler-858,https://science.nasa.gov/exoplanet-catalog/kepler-858-b/,Neptune-like,21.1,0.434,76.1,0.33939,0.0,Transit,G
Kepler-859 b,Kepler-859,https://science.nasa.gov/exoplanet-catalog/kepler-859-b/,Neptune-like,9.75,0.276,20.4,0.13157,0.0,Transit,K
Kepler-860 b,Kepler-860,https://science.nasa.gov/exoplanet-catalog/kepler-860-b/,Neptune-like,10.6,0.289,5.1,0.058,0.0,Transit,G
Kepler-861 b,Kepler-861,https://science.nasa.gov/exoplanet-catalog/kepler-861-b/,Neptune-like,5.82,0.203,3.9,0.0463,0.0,Transit,K
Kepler-862 b,Kepler-862,https://science.nasa.gov/exoplanet-catalog/kepler-862-b/,Neptune-like,5.52,2.21,3.1,0.039,0.0,Transit,G
Kepler-863 b,Kepler-863,https://science.nasa.gov/exoplanet-catalog/kepler-863-b/,Neptune-like,8.75,0.259,15.6,0.122,0.0,Transit,G
Kepler-864 b,Kepler-864,https://science.nasa.gov/exoplanet-catalog/kepler-864-b/,Neptune-like,6.35,0.214,5.8,0.0687,0.0,Transit,F
Kepler-864 c,Kepler-864,https://science.nasa.gov/exoplanet-catalog/kepler-864-c/,Super Earth,3.26,1.62,2.4,0.0382,0.0,Transit,F
Kepler-865 b,Kepler-865,https://science.nasa.gov/exoplanet-catalog/kepler-865-b/,Neptune-like,6.76,0.222,14.2,0.1057,0.0,Transit,G
Kepler-865 c,Kepler-865,https://science.nasa.gov/exoplanet-catalog/kepler-865-c/,Terrestrial,0.64,0.89,6.2,0.061,0.0,Transit,G
Kepler-866 b,Kepler-866,https://science.nasa.gov/exoplanet-catalog/kepler-866-b/,Super Earth,3.29,1.63,2.6,0.0331,0.0,Transit,K
Kepler-867 b,Kepler-867,https://science.nasa.gov/exoplanet-catalog/kepler-867-b/,Neptune-like,19.4,0.414,150.2,0.5375,0.0,Transit,G
Kepler-868 b,Kepler-868,https://science.nasa.gov/exoplanet-catalog/kepler-868-b/,Super Earth,4.86,2.05,5,0.0575,0.0,Transit,G
Kepler-869 b,Kepler-869,https://science.nasa.gov/exoplanet-catalog/kepler-869-b/,Neptune-like,12.7,0.322,40.4,0.2244,0.0,Transit,G
Kepler-87 b,Kepler-87,https://science.nasa.gov/exoplanet-catalog/kepler-87-b/,Gas Giant,324.1866,1.204,114.7,0.481,0.04,Transit,G
Kepler-87 c,Kepler-87,https://science.nasa.gov/exoplanet-catalog/kepler-87-c/,Neptune-like,6.4,0.548,191.2,0.676,0.04,Transit,G
Kepler-870 b,Kepler-870,https://science.nasa.gov/exoplanet-catalog/kepler-870-b/,Neptune-like,8.15,0.248,21.4,0.1539,0.0,Transit,G
Kepler-871 b,Kepler-871,https://science.nasa.gov/exoplanet-catalog/kepler-871-b/,Neptune-like,13.5,0.33366045,22,0.1572,0.0,Transit,F
Kepler-872 b,Kepler-872,https://science.nasa.gov/exoplanet-catalog/kepler-872-b/,Super Earth,4.62,1.99,2.6,0.0362,0.0,Transit,G
Kepler-873 b,Kepler-873,https://science.nasa.gov/exoplanet-catalog/kepler-873-b/,Neptune-like,13.5,0.33455259,20.6,0.1542,0.0,Transit,F
Kepler-874 b,Kepler-874,https://science.nasa.gov/exoplanet-catalog/kepler-874-b/,Neptune-like,14.7,0.352,40.1,0.2234,0.0,Transit,F
Kepler-875 b,Kepler-875,https://science.nasa.gov/exoplanet-catalog/kepler-875-b/,Neptune-like,8.75,0.25872067,27.5,0.1771,0.0,Transit,G
Kepler-876 b,Kepler-876,https://science.nasa.gov/exoplanet-catalog/kepler-876-b/,Super Earth,2.63,1.43,5.1,0.0549,0.0,Transit,K
Kepler-877 b,Kepler-877,https://science.nasa.gov/exoplanet-catalog/kepler-877-b/,Neptune-like,5.14,2.12,18.5,0.1301,0.0,Transit,K
Kepler-878 b,Kepler-878,https://science.nasa.gov/exoplanet-catalog/kepler-878-b/,Super Earth,4.38,1.93,25.9,0.165,0.0,Transit,K
Kepler-879 b,Kepler-879,https://science.nasa.gov/exoplanet-catalog/kepler-879-b/,Neptune-like,7.13,0.22928004,33.4,0.2012,0.0,Transit,G
Kepler-879 c,Kepler-879,https://science.nasa.gov/exoplanet-catalog/kepler-879-c/,Terrestrial,0.0364,0.4,0.6,Unknown,Not Found,Transit,G
Kepler-88 d,Kepler-88,https://science.nasa.gov/exoplanet-catalog/kepler-88-d/,Gas Giant,969.529163818,1.17,3.8,2.466329866,0.41,Radial Velocity,G
Kepler-880 b,Kepler-880,https://science.nasa.gov/exoplanet-catalog/kepler-880-b/,Neptune-like,7.56,0.23730931,7.7,0.0915,0.0,Transit,F
Kepler-880 c,Kepler-880,https://science.nasa.gov/exoplanet-catalog/kepler-880-c/,Neptune-like,8.6,0.25604469,11.8,0.1216,0.0,Transit,F
Kepler-881 b,Kepler-881,https://science.nasa.gov/exoplanet-catalog/kepler-881-b/,Super Earth,3.82,1.78,4.4,0.0552,0.0,Transit,F
Kepler-882 b,Kepler-882,https://science.nasa.gov/exoplanet-catalog/kepler-882-b/,Super Earth,2.04,1.23,4,0.04741,0.0,Transit,G
Kepler-883 b,Kepler-883,https://science.nasa.gov/exoplanet-catalog/kepler-883-b/,Super Earth,3.82,1.78,13,0.10288,0.0,Transit,F
Kepler-884 b,Kepler-884,https://science.nasa.gov/exoplanet-catalog/kepler-884-b/,Super Earth,2.04,1.23,5.7,0.06116,0.0,Transit,G
Kepler-885 b,Kepler-885,https://science.nasa.gov/exoplanet-catalog/kepler-885-b/,Neptune-like,6.8,0.223,18.1,0.14403,0.0,Transit,F
Kepler-886 b,Kepler-886,https://science.nasa.gov/exoplanet-catalog/kepler-886-b/,Super Earth,2.92,1.52,6.2,0.06428,0.0,Transit,F
Kepler-887 b,Kepler-887,https://science.nasa.gov/exoplanet-catalog/kepler-887-b/,Super Earth,4.04,1.84,20.4,0.15431,0.0,Transit,F
Kepler-887 c,Kepler-887,https://science.nasa.gov/exoplanet-catalog/kepler-887-c/,Super Earth,1.51,1.13,7.6,0.0801,0.0,Transit,F
Kepler-888 b,Kepler-888,https://science.nasa.gov/exoplanet-catalog/kepler-888-b/,Super Earth,3.75,1.76,70.7,0.31481,0.0,Transit,G
Kepler-889 b,Kepler-889,https://science.nasa.gov/exoplanet-catalog/kepler-889-b/,Super Earth,1.32,1.09,3.7,0.04975,0.0,Transit,F
Kepler-890 b,Kepler-890,https://science.nasa.gov/exoplanet-catalog/kepler-890-b/,Gas Giant,58.48072,0.793,52.8,0.2944,0.0,Transit,G
Kepler-891 b,Kepler-891,https://science.nasa.gov/exoplanet-catalog/kepler-891-b/,Neptune-like,33.6,0.572,53.4,0.2881,0.0,Transit,G
Kepler-892 b,Kepler-892,https://science.nasa.gov/exoplanet-catalog/kepler-892-b/,Neptune-like,8.3,0.251,13.8,0.1015,0.0,Transit,K
Kepler-893 b,Kepler-893,https://science.nasa.gov/exoplanet-catalog/kepler-893-b/,Neptune-like,9.43,0.27031849,6.3,0.0699,0.0,Transit,G
Kepler-894 b,Kepler-894,https://science.nasa.gov/exoplanet-catalog/kepler-894-b/,Neptune-like,8.15,0.248,9.8,0.0916,0.0,Transit,G
Kepler-895 b,Kepler-895,https://science.nasa.gov/exoplanet-catalog/kepler-895-b/,Super Earth,2.99,1.54,2.8,0.0328,0.0,Transit,K
Kepler-896 b,Kepler-896,https://science.nasa.gov/exoplanet-catalog/kepler-896-b/,Neptune-like,6.94,0.22571148,144.5,0.56378,0.0,Transit,K
Kepler-896 c,Kepler-896,https://science.nasa.gov/exoplanet-catalog/kepler-896-c/,Neptune-like,10.1,0.281,29.5,0.1792,0.0,Transit,K
Kepler-897 b,Kepler-897,https://science.nasa.gov/exoplanet-catalog/kepler-897-b/,Neptune-like,6.3,0.213,8,0.077,0.0,Transit,G
Kepler-898 b,Kepler-898,https://science.nasa.gov/exoplanet-catalog/kepler-898-b/,Super Earth,2.83,1.49,5.9,0.0545,0.0,Transit,K
Kepler-899 b,Kepler-899,https://science.nasa.gov/exoplanet-catalog/kepler-899-b/,Neptune-like,7.65,0.23909359,19.2,0.1392,0.0,Transit,G
Kepler-9 b,Kepler-9,https://science.nasa.gov/exoplanet-catalog/kepler-9-b/,Gas Giant,43.3996865,0.74,19.2,0.143,0.06,Transit,G
Kepler-9 c,Kepler-9,https://science.nasa.gov/exoplanet-catalog/kepler-9-c/,Neptune-like,29.9,0.721,39,0.227,0.07,Transit,G
Kepler-9 d,Kepler-9,https://science.nasa.gov/exoplanet-catalog/kepler-9-d/,Super Earth,8.41466053,1.64,1.6,0.0273,0.0,Transit,G
Kepler-90 i,Kepler-90,https://science.nasa.gov/exoplanet-catalog/kepler-90-i/,Super Earth,2.3,1.32,14.4,0.120138,0.0,Transit,G
Kepler-900 b,Kepler-900,https://science.nasa.gov/exoplanet-catalog/kepler-900-b/,Super Earth,4.98,2.08,7,0.0679,0.0,Transit,K
Kepler-901 b,Kepler-901,https://science.nasa.gov/exoplanet-catalog/kepler-901-b/,Super Earth,2.45,1.37,3.5,0.0378,0.0,Transit,K
Kepler-902 b,Kepler-902,https://science.nasa.gov/exoplanet-catalog/kepler-902-b/,Neptune-like,6.99,0.227,40.1,0.223,0.0,Transit,G
Kepler-903 b,Kepler-903,https://science.nasa.gov/exoplanet-catalog/kepler-903-b/,Super Earth,4.7,2.01,10.4,0.09081,0.0,Transit,G
Kepler-903 c,Kepler-903,https://science.nasa.gov/exoplanet-catalog/kepler-903-c/,Neptune-like,6.94,0.22571148,62.9,0.30249,0.0,Transit,G
Kepler-904 b,Kepler-904,https://science.nasa.gov/exoplanet-catalog/kepler-904-b/,Super Earth,3.78,1.77,3,0.0417,0.0,Transit,F
Kepler-905 b,Kepler-905,https://science.nasa.gov/exoplanet-catalog/kepler-905-b/,Super Earth,2.57,1.41,5.1,0.05689,0.0,Transit,G
Kepler-906 b,Kepler-906,https://science.nasa.gov/exoplanet-catalog/kepler-906-b/,Neptune-like,5.1,2.11,41.7,0.22363,0.0,Transit,F
Kepler-907 b,Kepler-907,https://science.nasa.gov/exoplanet-catalog/kepler-907-b/,Super Earth,1.87,1.2,15.9,0.1225,0.0,Transit,F
Kepler-908 b,Kepler-908,https://science.nasa.gov/exoplanet-catalog/kepler-908-b/,Super Earth,1.98,1.22,1.3,0.02526,0.0,Transit,F
Kepler-909 b,Kepler-909,https://science.nasa.gov/exoplanet-catalog/kepler-909-b/,Super Earth,2.76,1.47,13.9,0.11873,0.0,Transit,F
Kepler-90b,Not Found,https://science.nasa.gov/exoplanet-catalog/kepler-90b/,Super Earth,2.27,1.31,7,0.074,0.0,Transit,G
Kepler-90c,Not Found,https://science.nasa.gov/exoplanet-catalog/kepler-90c/,Super Earth,1.81,1.19,8.7,0.089,0.0,Transit,G
Kepler-90d,Not Found,https://science.nasa.gov/exoplanet-catalog/kepler-90d/,Neptune-like,8.6,0.256,59.7,0.32,0.0,Transit,G
Kepler-90e,Not Found,https://science.nasa.gov/exoplanet-catalog/kepler-90e/,Neptune-like,7.56,0.237,91.9,0.42,0.0,Transit,G
Kepler-90f,Not Found,https://science.nasa.gov/exoplanet-catalog/kepler-90f/,Neptune-like,8.65,0.257,124.9,0.48,0.0,Transit,G
Kepler-90g,Not Found,https://science.nasa.gov/exoplanet-catalog/kepler-90g/,Gas Giant,254.264,0.723,210.6,0.71,0.0,Transit,G
Kepler-90h,Not Found,https://science.nasa.gov/exoplanet-catalog/kepler-90h/,Gas Giant,381.39599999999996,1.008,331.6,1.01,0.0,Transit,G
Kepler-91 b,Kepler-91,https://science.nasa.gov/exoplanet-catalog/kepler-91-b/,Gas Giant,257.4423,1.367,6.2,0.0731,0.05,Transit,K
Kepler-910 b,Kepler-910,https://science.nasa.gov/exoplanet-catalog/kepler-910-b/,Terrestrial,0.477,0.82,2.4,0.03752,0.0,Transit,F
Kepler-911 b,Kepler-911,https://science.nasa.gov/exoplanet-catalog/kepler-911-b/,Neptune-like,7.27,0.23195646,20.3,0.15594,0.0,Transit,F
Kepler-912 b,Kepler-912,https://science.nasa.gov/exoplanet-catalog/kepler-912-b/,Neptune-like,8.25,0.25,2.5,0.0339,0.0,Transit,F
Kepler-913 b,Kepler-913,https://science.nasa.gov/exoplanet-catalog/kepler-913-b/,Super Earth,4.9,2.06,10.3,0.1009,0.0,Transit,F
Kepler-913 c,Kepler-913,https://science.nasa.gov/exoplanet-catalog/kepler-913-c/,Neptune-like,14.2,0.344,5.9,0.0699,0.0,Transit,F
Kepler-914 b,Kepler-914,https://science.nasa.gov/exoplanet-catalog/kepler-914-b/,Super Earth,2.48,1.38,4.4,0.05454,0.0,Transit,G
Kepler-915 b,Kepler-915,https://science.nasa.gov/exoplanet-catalog/kepler-915-b/,Super Earth,2.86,1.5,4.6,0.05655,0.0,Transit,F
Kepler-916 b,Kepler-916,https://science.nasa.gov/exoplanet-catalog/kepler-916-b/,Super Earth,3.75,1.76,32.3,0.1885,0.0,Transit,K
Kepler-917 b,Kepler-917,https://science.nasa.gov/exoplanet-catalog/kepler-917-b/,Super Earth,4.31,1.91,3,0.0378,0.0,Transit,G
